VOLCANX020,NUMBER,NAME,LOCATION,STATUS,ELEV,TYPE,SbUnitID,TIMEFRAME,LAT,LON
1,,DAISY,S,83709,4018,4018 S DAISY,,Boise,43.56639063,-116.3284099
6,,REUTZEL,W,83709,11602,11602 W REUTZEL,,Boise,43.56636197,-116.3268544
5,,REUTZEL,W,83709,11580,11580 W REUTZEL,,Boise,43.56631487,-116.326472
4,,RUSHMORE,S,83709,4041,4041 S RUSHMORE,,Boise,43.56625179,-116.333817
3,,RUSHMORE,S,83709,4034,4034 S RUSHMORE,,Boise,43.56624876,-116.3327836
9,,HEMLOCK,W,83709,11902,11902 W HEMLOCK,,Boise,43.56625657,-116.3309106
4,,REUTZEL,W,83709,11436,11436 W REUTZEL,,Boise,43.56608575,-116.3254654
4,,RUSHMORE,S,83709,4047,4047 S RUSHMORE,,Boise,43.56608127,-116.3337192
8,,REUTZEL,W,83709,11800,11800 W REUTZEL,,Boise,43.56599185,-116.3292256
4,,REUTZEL,W,83709,11404,11404 W REUTZEL,,Boise,43.56597331,-116.3250522
8,,RUSHMORE,S,83709,4082,4082 S RUSHMORE,,Boise,43.56590663,-116.3328689
8,,SUMTER,S,83709,4082,4082 S SUMTER,,Boise,43.56586435,-116.3312737
3,,REUTZEL,W,83709,11388,11388 W REUTZEL,,Boise,43.56586118,-116.3246098
8,,REUTZEL,W,83709,11832,11832 W REUTZEL,,Boise,43.5657816,-116.3296442
7,,REUTZEL,W,83709,11797,11797 W REUTZEL,,Boise,43.56559435,-116.3293066
8,,REUTZEL,W,83709,11864,11864 W REUTZEL,,Boise,43.56552556,-116.3300982
1,,SUMTER,S,83709,4118,4118 S SUMTER,,Boise,43.56546088,-116.3312878
1,,REUTZEL,W,83709,12150,12150 W REUTZEL,,Boise,43.56537788,-116.3340613
8,,REUTZEL,W,83709,11896,11896 W REUTZEL,,Boise,43.56535376,-116.3306068
6,,FAIRLAWN,W,83709,11616,11616 W FAIRLAWN,,Boise,43.56536894,-116.327408
5,,FAIRLAWN,W,83709,11574,11574 W FAIRLAWN,,Boise,43.56537149,-116.3269025
5,,FAIRLAWN,W,83709,11532,11532 W FAIRLAWN,,Boise,43.5653737,-116.326463
2,,RIDGE,S,83709,4120,4120 S RIVA RIDGE,,Boise,43.5653682,-116.3259896
0,,REUTZEL,W,83709,12052,12052 W REUTZEL,,Boise,43.56533061,-116.3325955
8,,REUTZEL,W,83709,11815,11815 W REUTZEL,,Boise,43.5653127,-116.3290682
4,,REUTZEL,W,83709,11411,11411 W REUTZEL,,Boise,43.56522995,-116.3248452
8,,REUTZEL,W,83709,11823,11823 W REUTZEL,,Boise,43.56516076,-116.3290771
8,,RIDGE,S,83709,4184,4184 S RIVA RIDGE,,Boise,43.56496863,-116.3259424
7,,LONGRIFLE,W,83709,10781,10781 W LONGRIFLE,,Boise,43.57421827,-116.3164734
8,,TERRA,S,83709,3380,3380 S TERRA,,Boise,43.57233374,-116.3207824
8,,SENECA,W,83709,10862,10862 W SENECA,,Boise,43.57139536,-116.3176706
8,,SENECA,W,83709,10842,10842 W SENECA,,Boise,43.57120398,-116.317334
8,,SENECA,W,83709,10824,10824 W SENECA,,Boise,43.57100404,-116.3169973
8,,SENECA,W,83709,10800,10800 W SENECA,,Boise,43.57080415,-116.3166832
7,,SENECA,W,83709,10798,10798 W SENECA,,Boise,43.57062912,-116.3164043
9,,ONEIDA,W,83709,10920,10920 W ONEIDA,,Boise,43.57051925,-116.3182283
7,,SENECA,W,83709,10794,10794 W SENECA,,Boise,43.57042814,-116.316276
9,,ONEIDA,W,83709,10950,10950 W ONEIDA,,Boise,43.57037462,-116.3185966
9,,ONEIDA,W,83709,10970,10970 W ONEIDA,,Boise,43.5702638,-116.318954
9,,OSWEGO,W,83709,10910,10910 W OSWEGO,,Boise,43.57020074,-116.3181215
7,,SENECA,W,83709,10770,10770 W SENECA,,Boise,43.57017676,-116.3161812
0,,ONEIDA,W,83709,11000,11000 W ONEIDA,,Boise,43.57013607,-116.3192989
0,,ONEIDA,W,83709,11030,11030 W ONEIDA,,Boise,43.57002515,-116.319644
9,,OSWEGO,W,83709,10904,10904 W OSWEGO,,Boise,43.56999165,-116.3179347
9,,ONEIDA,W,83709,10963,10963 W ONEIDA,,Boise,43.57008543,-116.3187377
0,,ONEIDA,W,83709,11060,11060 W ONEIDA,,Boise,43.56990591,-116.3199721
0,,ONEIDA,W,83709,11080,11080 W ONEIDA,,Boise,43.56978733,-116.320302
8,,OSWEGO,W,83709,10882,10882 W OSWEGO,,Boise,43.56979958,-116.3177367
7,,SENECA,W,83709,10730,10730 W SENECA,,Boise,43.56979967,-116.3160277
6,,SENECA,W,83709,10694,10694 W SENECA,,Boise,43.56975235,-116.3154029
6,,SENECA,W,83709,10650,10650 W SENECA,,Boise,43.56975441,-116.314987
6,,SENECA,W,83709,10602,10602 W SENECA,,Boise,43.56974817,-116.3145484
1,,ONEIDA,W,83709,11110,11110 W ONEIDA,,Boise,43.56966813,-116.3206564
1,,ONEIDA,W,83709,11140,11140 W ONEIDA,,Boise,43.56955487,-116.3209864
8,,OSWEGO,W,83709,10866,10866 W OSWEGO,,Boise,43.56955673,-116.3175845
8,,CAYUGA,S,83709,3680,3680 S CAYUGA,,Boise,43.5694694,-116.3194587
1,,ONEIDA,W,83709,11164,11164 W ONEIDA,,Boise,43.56942987,-116.3213323
0,,ONEIDA,W,83709,11081,11081 W ONEIDA,,Boise,43.56959767,-116.3201342
8,,OSWEGO,W,83709,10844,10844 W OSWEGO,,Boise,43.56931392,-116.3174549
0,,CAYUGA,S,83709,3700,3700 S CAYUGA,,Boise,43.56925816,-116.3192586
2,,ONEIDA,W,83709,11212,11212 W ONEIDA,,Boise,43.56920303,-116.3220573
8,,OSWEGO,W,83709,10820,10820 W OSWEGO,,Boise,43.56908844,-116.3171868
3,,CAYUGA,S,83709,3730,3730 S CAYUGA,,Boise,43.56904697,-116.3190793
8,,OSWEGO,W,83709,10808,10808 W OSWEGO,,Boise,43.56888009,-116.3168849
6,,CAYUGA,S,83709,3760,3760 S CAYUGA,,Boise,43.56882041,-116.3188895
6,,SUMMERSET,S,83709,3762,3762 S SUMMERSET,,Boise,43.56873533,-116.3227461
7,,OSWEGO,W,83709,10784,10784 W OSWEGO,,Boise,43.56867174,-116.3165482
9,,CAYUGA,S,83709,3790,3790 S CAYUGA,,Boise,43.56863357,-116.3183671
7,,MOHAWK,W,83709,10750,10750 W MOHAWK,,Boise,43.56864043,-116.3160857
7,,MOHAWK,W,83709,10702,10702 W MOHAWK,,Boise,43.56863397,-116.3156933
6,,MOHAWK,W,83709,10670,10670 W MOHAWK,,Boise,43.56863592,-116.3153001
6,,MOHAWK,W,83709,10640,10640 W MOHAWK,,Boise,43.56863775,-116.3149304
6,,MOHAWK,W,83709,10600,10600 W MOHAWK,,Boise,43.56863128,-116.314538
1,,MOHAWK,W,83709,11120,11120 W MOHAWK,,Boise,43.56858865,-116.320501
1,,MOHAWK,W,83709,11134,11134 W MOHAWK,,Boise,43.56846164,-116.3207194
8,,MOHAWK,W,83709,10860,10860 W MOHAWK,,Boise,43.56821507,-116.3171956
2,,MOHAWK,W,83709,11234,11234 W MOHAWK,,Boise,43.56808382,-116.3222024
2,,MOHAWK,W,83709,11204,11204 W MOHAWK,,Boise,43.56807809,-116.3218411
1,,MOHAWK,W,83709,11100,11100 W MOHAWK,,Boise,43.56835036,-116.3203171
8,,MOHAWK,W,83709,10880,10880 W MOHAWK,,Boise,43.56800128,-116.3175067
0,,MOHAWK,W,83709,11044,11044 W MOHAWK,,Boise,43.56792226,-116.3199156
0,,MOHAWK,W,83709,11008,11008 W MOHAWK,,Boise,43.5678264,-116.3195431
2,,MOHAWK,W,83709,11231,11231 W MOHAWK,,Boise,43.5677651,-116.322206
9,,MOHAWK,W,83709,10990,10990 W MOHAWK,,Boise,43.56775037,-116.3192133
9,,MOHAWK,W,83709,10906,10906 W MOHAWK,,Boise,43.567861,-116.31783
9,,MOHAWK,W,83709,10952,10952 W MOHAWK,,Boise,43.56763869,-116.3188161
6,,ONONDAGA,W,83709,10654,10654 W ONONDAGA,,Boise,43.56780949,-116.3149468
0,,SUMMERSET,S,83709,3900,3900 S SUMMERSET,,Boise,43.56773817,-116.3225365
9,,MOHAWK,W,83709,10930,10930 W MOHAWK,,Boise,43.56761848,-116.3182944
0,,GENESEE,S,83709,3900,3900 S GENESEE,,Boise,43.56756075,-116.3198991
8,,ONONDAGA,W,83709,10874,10874 W ONONDAGA,,Boise,43.56758281,-116.3167426
6,,ONONDAGA,W,83709,10668,10668 W ONONDAGA,,Boise,43.56755111,-116.3155606
6,,ONONDAGA,W,83709,10648,10648 W ONONDAGA,,Boise,43.56758244,-116.3147813
8,,ONONDAGA,W,83709,10870,10870 W ONONDAGA,,Boise,43.56733191,-116.3167233
1,,GENESEE,S,83709,3916,3916 S GENESEE,,Boise,43.56731227,-116.32019
6,,ONONDAGA,W,83709,10642,10642 W ONONDAGA,,Boise,43.5673201,-116.3148557
4,,SUMMERSET,S,83709,3940,3940 S SUMMERSET,,Boise,43.567197,-116.3227419
4,,GENESEE,W,83709,3947,3947 W GENESEE,,Boise,43.56708459,-116.321462
7,,ONONDAGA,W,83709,10786,10786 W ONONDAGA,,Boise,43.5669929,-116.3163828
9,,MOHAWK,S,83709,10949,10949 S MOHAWK,,Boise,43.56699023,-116.3187959
6,,SUMMERSET,S,83709,3968,3968 S SUMMERSET,,Boise,43.5669431,-116.3227395
6,,ONONDAGA,W,83709,10674,10674 W ONONDAGA,,Boise,43.56714943,-116.3152691
6,,ONONDAGA,W,83709,10636,10636 W ONONDAGA,,Boise,43.56709461,-116.3149936
7,,ONONDAGA,W,83709,10710,10710 W ONONDAGA,,Boise,43.56708757,-116.3157291
3,,GENESEE,W,83709,3939,3939 W GENESEE,,Boise,43.56693206,-116.3208343
3,,GENESEE,S,83709,3930,3930 S GENESEE,,Boise,43.56691365,-116.3204343
8,,ONONDAGA,W,83709,10839,10839 W ONONDAGA,,Boise,43.56674734,-116.3175779
9,,MOHAWK,S,83709,10955,10955 S MOHAWK,,Boise,43.56672715,-116.3188132
9,,SUMMERSET,S,83709,3994,3994 S SUMMERSET,,Boise,43.56670138,-116.3227372
1,,SUMMERSET,S,83709,4016,4016 S SUMMERSET,,Boise,43.56643921,-116.3227451
4,,BARSTOW,W,83709,3946,3946 W BARSTOW,,Boise,43.5669303,-116.3246683
5,,BARSTOW,W,83709,3954,3954 W BARSTOW,,Boise,43.56679404,-116.3246594
4,,SUMTER,S,83709,3946,3946 S SUMTER,,Boise,43.56713292,-116.3300446
1,,MOHAWK,W,83709,11112,11112 W MOHAWK,,Boise,43.56854648,-116.3202661
3,,AMITY,W,83709,11370,11370 W AMITY,,Boise,43.5613542,-116.3238586
2,,RIDGE,S,83709,3320,3320 S RIVA RIDGE,,Boise,43.57306206,-116.3276235
9,,RIDGE,S,83709,3397,3397 S RIVA RIDGE,,Boise,43.57160031,-116.3283424
6,,BLACKHAWK,W,83709,10670,10670 W BLACKHAWK,,Boise,43.57182332,-116.3151721
0,,SUMMERSET,S,83709,3706,3706 S SUMMERSET,,Boise,43.56937077,-116.3227295
1,,ONEIDA,W,83709,11198,11198 W ONEIDA,,Boise,43.56932197,-116.3216897
1,,SUMMERSET,S,83709,3812,3812 S SUMMERSET,,Boise,43.56835411,-116.3227321
1,,MOHAWK,W,83709,11168,11168 W MOHAWK,,Boise,43.56807253,-116.3214798
4,,RIDGE,S,83709,3040,3040 S RIVA RIDGE,,Boise,43.57523559,-116.327539
0,,RIDGE,S,83709,3104,3104 S RIVA RIDGE,,Boise,43.57471046,-116.3274736
8,,HEMLOCK,W,83709,11875,11875 W HEMLOCK,,Boise,43.56623665,-116.3301347
9,,HEMLOCK,W,83709,11901,11901 W HEMLOCK,,Boise,43.56604823,-116.330644
4,,REUTZEL,W,83709,11405,11405 W REUTZEL,,Boise,43.56564151,-116.3250255
6,,FAIRLAWN,W,83709,11658,11658 W FAIRLAWN,,Boise,43.56546726,-116.3278644
4,,REUTZEL,W,83709,11413,11413 W REUTZEL,,Boise,43.56543144,-116.324734
4,,REUTZEL,W,83709,11407,11407 W REUTZEL,,Boise,43.56523476,-116.3252359
8,,RIDGE,S,83709,4185,4185 S RIVA RIDGE,,Boise,43.56500943,-116.3262728
4,,REUTZEL,W,83709,11409,11409 W REUTZEL,,Boise,43.56509164,-116.3249796
4,,ARABIAN,W,83709,11409,11409 W ARABIAN,,Boise,43.56384532,-116.3247715
0,,AMITY,W,83709,12040,12040 W AMITY,,Boise,43.56136064,-116.3324403
6,,WINTERHAWK,W,83709,10659,10659 W WINTERHAWK,,Boise,43.57299301,-116.3153578
6,,WINTERHAWK,W,83709,10657,10657 W WINTERHAWK,,Boise,43.57262652,-116.3152141
6,,WINTERHAWK,W,83709,10635,10635 W WINTERHAWK,,Boise,43.5725902,-116.314894
5,,SUMTER,S,83709,3851,3851 S SUMTER,,Boise,43.56805144,-116.3310979
5,,BARSTOW,W,83709,3857,3857 W BARSTOW,,Boise,43.56721718,-116.32644
5,,GENESEE,W,83709,3953,3953 W GENESEE,,Boise,43.56685932,-116.3215047
6,,GENESEE,W,83709,3965,3965 W GENESEE,,Boise,43.56669487,-116.3212957
7,,GENESEE,W,83709,3971,3971 W GENESEE,,Boise,43.56670842,-116.3208457
4,,GENESEE,S,83709,4043,4043 S GENESEE,,Boise,43.56601596,-116.3207054
7,,FAIRLAWN,W,83709,11700,11700 W FAIRLAWN,,Boise,43.5653462,-116.3281732
8,,REUTZEL,W,83709,11843,11843 W REUTZEL,,Boise,43.56534632,-116.3296454
8,,REUTZEL,W,83709,11875,11875 W REUTZEL,,Boise,43.56525152,-116.3300769
8,,REUTZEL,W,83709,11831,11831 W REUTZEL,,Boise,43.56505941,-116.3292932
5,,MILE,S,83709,4253,4253 S FIVE MILE,,Boise,43.56435119,-116.3144214
1,,ARABIAN,W,83709,11145,11145 W ARABIAN,,Boise,43.56350318,-116.3215309
6,,ARABIAN,W,83709,10621,10621 W ARABIAN,,Boise,43.56352105,-116.3150033
0,,ARABIAN,W,83709,11031,11031 W ARABIAN,,Boise,43.56373462,-116.3200247
8,,ARABIAN,W,83709,10815,10815 W ARABIAN,,Boise,43.56370755,-116.3171455
0,,ARABIAN,W,83709,11015,11015 W ARABIAN,,Boise,43.5636934,-116.3195235
9,,ARABIAN,W,83709,10945,10945 W ARABIAN,,Boise,43.56368121,-116.3190434
9,,SHETLAND,W,83709,10941,10941 W SHETLAND,,Boise,43.5616096,-116.3187104
4,,PUERTA,W,83709,11476,11476 W PUERTA,,Boise,43.5752282,-116.3252362
4,,PUERTA,W,83709,11451,11451 W PUERTA,,Boise,43.5752175,-116.3248025
5,,PUERTA,W,83709,11502,11502 W PUERTA,,Boise,43.57493958,-116.3253925
3,,PUERTA,W,83709,11303,11303 W PUERTA,,Boise,43.57467937,-116.3253765
4,,VERDE,W,83709,11426,11426 W VERDE,,Boise,43.57301204,-116.3245534
5,,PINTO,S,83709,4452,4452 S PINTO,,Boise,43.56234323,-116.316701
8,,AMITY,W,83709,11852,11852 W AMITY,,Boise,43.56132196,-116.3297005
2,,ARABIAN,W,83709,11202,11202 W ARABIAN,,Boise,43.56344556,-116.3321322
9,,SHETLAND,W,83709,11986,11986 W SHETLAND,,Boise,43.56223872,-116.3315736
9,,SHETLAND,W,83709,11964,11964 W SHETLAND,,Boise,43.56225275,-116.3313427
9,,SHETLAND,W,83709,11932,11932 W SHETLAND,,Boise,43.5621851,-116.3310611
9,,SHETLAND,W,83709,11998,11998 W SHETLAND,,Boise,43.56207224,-116.3315765
6,,SUMPTER,S,83709,4261,4261 S SUMPTER,,Boise,43.56389995,-116.3315911
6,,SUMPTER,S,83709,4260,4260 S SUMPTER,,Boise,43.5637956,-116.3311652
7,,SUMPTER,S,83709,4272,4272 S SUMPTER,,Boise,43.56379185,-116.3309256
8,,SUMPTER,S,83709,4283,4283 S SUMPTER,,Boise,43.56368292,-116.331589
8,,SUMPTER,S,83709,4284,4284 S SUMPTER,,Boise,43.56369522,-116.3308115
0,,SUMPTER,S,83709,4306,4306 S SUMPTER,,Boise,43.56358524,-116.3308274
1,,SUMPTER,S,83709,4315,4315 S SUMPTER,,Boise,43.56351083,-116.3315808
2,,SUMPTER,S,83709,4328,4328 S SUMPTER,,Boise,43.56349513,-116.3309162
4,,SUMPTER,S,83709,4342,4342 S SUMPTER,,Boise,43.5634815,-116.3311348
2,,WILDBROOK,S,83709,4321,4321 S WILDBROOK,,Boise,43.56339455,-116.3337592
3,,WILDBROOK,S,83709,4330,4330 S WILDBROOK,,Boise,43.56326263,-116.3334451
5,,WILDBROOK,S,83709,4353,4353 S WILDBROOK,,Boise,43.56319853,-116.3337787
5,,SUMPTER,S,83709,4357,4357 S SUMPTER,,Boise,43.56317048,-116.3315239
6,,WILDBROOK,S,83709,4362,4362 S WILDBROOK,,Boise,43.56309314,-116.3334331
5,,WILDBROOK,S,83709,4357,4357 S WILDBROOK,,Boise,43.56299901,-116.3337702
8,,SUMPTER,S,83709,4389,4389 S SUMPTER,,Boise,43.56296345,-116.3315427
9,,CEDARSTONE,W,83709,11932,11932 W CEDARSTONE,,Boise,43.56295516,-116.3311401
9,,CEDARSTONE,W,83709,11914,11914 W CEDARSTONE,,Boise,43.562949,-116.3308656
7,,WILDBROOK,S,83709,4374,4374 S WILDBROOK,,Boise,43.56287353,-116.333431
9,,WILDBROOK,S,83709,4397,4397 S WILDBROOK,,Boise,43.56278196,-116.3337709
1,,SUMPTER,S,83709,4417,4417 S SUMPTER,,Boise,43.56286522,-116.3314803
5,,CRUZ,S,83709,4452,4452 S SANTA CRUZ,,Boise,43.56233358,-116.3307192
8,,CRUZ,S,83709,4484,4484 S SANTA CRUZ,,Boise,43.56212049,-116.3307172
1,,CRUZ,S,83709,4516,4516 S SANTA CRUZ,,Boise,43.56187292,-116.3307535
4,,CRUZ,S,83709,4548,4548 S SANTA CRUZ,,Boise,43.56164208,-116.3307701
8,,CEDARSTONE,W,83709,11896,11896 W CEDARSTONE,,Boise,43.56294704,-116.3306091
1,,WILDBROOK,S,83709,4416,4416 S WILDBROOK,,Boise,43.562688,-116.3334386
2,,WILDBROOK,S,83709,4429,4429 S WILDBROOK,,Boise,43.56258278,-116.3337661
9,,CEDARSTONE,W,83709,11931,11931 W CEDARSTONE,,Boise,43.56271391,-116.3310978
2,,SUMPTER,S,83709,4425,4425 S SUMPTER,,Boise,43.56277919,-116.3313908
3,,WILDBROOK,S,83709,4438,4438 S WILDBROOK,,Boise,43.56246646,-116.3334459
6,,WILDBROOK,S,83709,4466,4466 S WILDBROOK,,Boise,43.56226793,-116.3334017
7,,WILDBROOK,S,83709,4475,4475 S WILDBROOK,,Boise,43.56218979,-116.3337718
8,,WILDBROOK,S,83709,4484,4484 S WILDBROOK,,Boise,43.56206081,-116.3334045
9,,WILDBROOK,S,83709,4493,4493 S WILDBROOK,,Boise,43.56199334,-116.3337699
1,,WILDBROOK,S,83709,4512,4512 S WILDBROOK,,Boise,43.561868,-116.3333932
2,,WILDBROOK,S,83709,4521,4521 S WILDBROOK,,Boise,43.5617907,-116.3338201
3,,WILDBROOK,S,83709,4530,4530 S WILDBROOK,,Boise,43.5616849,-116.3333356
6,,WILDBROOK,S,83709,4568,4568 S WILDBROOK,,Boise,43.56154865,-116.3334276
5,,WILDBROOK,S,83709,4553,4553 S WILDBROOK,,Boise,43.56156863,-116.3338393
7,,WILDBROOK,S,83709,4575,4575 S WILDBROOK,,Boise,43.56147544,-116.3335851
7,,CRUZ,S,83709,4572,4572 S SANTA CRUZ,,Boise,43.5614005,-116.3307395
1,,ONEIDA,W,83709,11125,11125 W ONEIDA,,Boise,43.56944687,-116.3206093
4,,VERDE,W,83709,11427,11427 W VERDE,,Boise,43.57271674,-116.3246291
5,,WILDBROOK,S,83709,4457,4457 S WILDBROOK,,Boise,43.56240146,-116.3337521
8,,CEDARSTONE,W,83709,11897,11897 W CEDARSTONE,,Boise,43.56274547,-116.3305847
7,,GENESEE,S,83709,3976,3976 S GENESEE,,Boise,43.56653677,-116.32041
9,,MOHAWK,S,83709,10941,10941 S MOHAWK,,Boise,43.56720419,-116.3186206
0,,HOLLOW,S,83709,3100,3100 S PHEASANT HOLLOW,,Boise,43.5749265,-116.3289509
9,,PEPPERSTONE,W,83709,11996,11996 W PEPPERSTONE,,Boise,43.56455762,-116.3315095
0,,SUMPTER,S,83709,4209,4209 S SUMPTER,,Boise,43.56450458,-116.3316761
8,,PEPPERSTONE,W,83709,11852,11852 W PEPPERSTONE,,Boise,43.56455335,-116.329954
8,,PEPPERSTONE,W,83709,11878,11878 W PEPPERSTONE,,Boise,43.56454916,-116.3302746
9,,PEPPERSTONE,W,83709,11932,11932 W PEPPERSTONE,,Boise,43.5645329,-116.3309092
9,,PEPPERSTONE,W,83709,11910,11910 W PEPPERSTONE,,Boise,43.56453468,-116.3305593
9,,PEPPERSTONE,W,83709,11974,11974 W PEPPERSTONE,,Boise,43.56452599,-116.3312222
1,,FRUITHILL,S,83709,4210,4210 S FRUITHILL,,Boise,43.56444539,-116.3297182
3,,FRUITHILL,S,83709,4238,4238 S FRUITHILL,,Boise,43.56436353,-116.3296561
1,,SUMPTER,S,83709,4217,4217 S SUMPTER,,Boise,43.56431668,-116.3316886
6,,FRUITHILL,S,83709,4261,4261 S FRUITHILL,,Boise,43.5642353,-116.330105
9,,PEPPERSTONE,W,83709,11933,11933 W PEPPERSTONE,,Boise,43.56430309,-116.3308818
9,,PEPPERSTONE,W,83709,11975,11975 W PEPPERSTONE,,Boise,43.56429909,-116.3311308
9,,PEPPERSTONE,W,83709,11911,11911 W PEPPERSTONE,,Boise,43.56429664,-116.3306007
6,,FRUITHILL,S,83709,4266,4266 S FRUITHILL,,Boise,43.56413514,-116.3297303
3,,SUMPTER,S,83709,4239,4239 S SUMPTER,,Boise,43.56411225,-116.3316347
8,,FRUITHILL,S,83709,4283,4283 S FRUITHILL,,Boise,43.56399939,-116.3301065
8,,FRUITHILL,S,83709,4284,4284 S FRUITHILL,,Boise,43.56391227,-116.3297281
9,,FRUITHILL,S,83709,4295,4295 S FRUITHILL,,Boise,43.56381596,-116.3301047
2,,FRUITHILL,S,83709,4321,4321 S FRUITHILL,,Boise,43.5636376,-116.3301172
2,,FRUITHILL,S,83709,4322,4322 S FRUITHILL,,Boise,43.56356088,-116.3297493
4,,FRUITHILL,S,83709,4347,4347 S FRUITHILL,,Boise,43.56343851,-116.3300936
4,,FRUITHILL,S,83709,4348,4348 S FRUITHILL,,Boise,43.56336176,-116.3297332
6,,FRUITHILL,S,83709,4369,4369 S FRUITHILL,,Boise,43.56323654,-116.3300954
7,,FRUITHILL,S,83709,4370,4370 S FRUITHILL,,Boise,43.56317047,-116.3297248
9,,FRUITHILL,S,83709,4392,4392 S FRUITHILL,,Boise,43.56301815,-116.3297733
9,,FRUITHILL,S,83709,4391,4391 S FRUITHILL,,Boise,43.56302145,-116.330115
2,,FRUITHILL,S,83709,4424,4424 S FRUITHILL,,Boise,43.56280358,-116.329692
2,,FRUITHILL,S,83709,4425,4425 S FRUITHILL,,Boise,43.56265993,-116.3301905
5,,FRUITHILL,S,83709,4456,4456 S FRUITHILL,,Boise,43.56258821,-116.3296709
5,,FRUITHILL,S,83709,4457,4457 S FRUITHILL,,Boise,43.56249399,-116.3301007
7,,FRUITHILL,S,83709,4479,4479 S FRUITHILL,,Boise,43.56246359,-116.329823
0,,ONEIDA,W,83709,11019,11019 W ONEIDA,,Boise,43.56984443,-116.3193766
0,,SKYRIDGE,S,83709,4407,4407 S SKYRIDGE,,Boise,43.56301309,-116.3290156
6,,SHETLAND,W,83709,11676,11676 W SHETLAND,,Boise,43.56235712,-116.3277998
7,,AMITY,W,83709,11770,11770 W AMITY,,Boise,43.56131574,-116.3290842
8,,SKYRIDGE,S,83709,4380,4380 S SKYRIDGE,,Boise,43.56313448,-116.328605
9,,SKYRIDGE,S,83709,4398,4398 S SKYRIDGE,,Boise,43.56314759,-116.3283194
1,,CORBARI,S,83709,4218,4218 S CORBARI,,Boise,43.5645535,-116.327486
5,,CORBARI,S,83709,4257,4257 S CORBARI,,Boise,43.5644536,-116.3278935
5,,CORBARI,S,83709,4256,4256 S CORBARI,,Boise,43.56442574,-116.3273245
8,,CORBARI,S,83709,4285,4285 S CORBARI,,Boise,43.56426055,-116.3278134
8,,CORBARI,S,83709,4284,4284 S CORBARI,,Boise,43.56417706,-116.3273409
7,,EDGESTONE,W,83709,11710,11710 W EDGESTONE,,Boise,43.56393151,-116.3280629
1,,CORBARI,S,83709,4312,4312 S CORBARI,,Boise,43.56393156,-116.3273075
6,,EDGESTONE,W,83709,11682,11682 W EDGESTONE,,Boise,43.56387676,-116.327769
3,,CORBARI,S,83709,4330,4330 S CORBARI,,Boise,43.56375871,-116.3273124
7,,EDGESTONE,W,83709,11739,11739 W EDGESTONE,,Boise,43.56365821,-116.3283045
6,,EDGESTONE,W,83709,11683,11683 W EDGESTONE,,Boise,43.56363763,-116.3277639
7,,EDGESTONE,W,83709,11711,11711 W EDGESTONE,,Boise,43.56363382,-116.328044
7,,EDGESTONE,W,83709,11757,11757 W EDGESTONE,,Boise,43.56362172,-116.328572
5,,CORBARI,S,83709,4352,4352 S CORBARI,,Boise,43.56347845,-116.3273371
8,,CORBARI,S,83709,4384,4384 S CORBARI,,Boise,43.56328811,-116.3273136
0,,CORBARI,S,83709,4406,4406 S CORBARI,,Boise,43.56305156,-116.3273387
3,,CORBARI,S,83709,4438,4438 S CORBARI,,Boise,43.56285682,-116.327334
5,,CORBARI,S,83709,4450,4450 S CORBARI,,Boise,43.56265993,-116.327317
7,,CORBARI,S,83709,4478,4478 S CORBARI,,Boise,43.56246523,-116.3273057
9,,CORBARI,S,83709,4496,4496 S CORBARI,,Boise,43.56232003,-116.3273713
1,,CORBARI,S,83709,4514,4514 S CORBARI,,Boise,43.56194202,-116.3273309
4,,CORBARI,S,83709,4542,4542 S CORBARI,,Boise,43.56177354,-116.3273237
4,,CORBARI,S,83709,4541,4541 S CORBARI,,Boise,43.56176665,-116.3278567
8,,CORBARI,S,83709,4588,4588 S CORBARI,,Boise,43.56159342,-116.3274785
8,,CORBARI,S,83709,4589,4589 S CORBARI,,Boise,43.56163064,-116.32783
1,,CORBARI,S,83709,4219,4219 S CORBARI,,Boise,43.56455258,-116.3276663
2,,SKYRIDGE,S,83709,4223,4223 S SKYRIDGE,,Boise,43.56451197,-116.3289963
0,,SKYRIDGE,S,83709,4200,4200 S SKYRIDGE,,Boise,43.56458022,-116.3287783
2,,SKYRIDGE,S,83709,4222,4222 S SKYRIDGE,,Boise,43.56448881,-116.3285501
6,,SKYRIDGE,S,83709,4265,4265 S SKYRIDGE,,Boise,43.56436921,-116.329099
4,,SKYRIDGE,S,83709,4246,4246 S SKYRIDGE,,Boise,43.56430157,-116.328553
8,,SKYRIDGE,S,83709,4287,4287 S SKYRIDGE,,Boise,43.56414643,-116.328986
1,,SKYRIDGE,S,83709,4315,4315 S SKYRIDGE,,Boise,43.56392755,-116.3290084
5,,SKYRIDGE,S,83709,4353,4353 S SKYRIDGE,,Boise,43.56358075,-116.3289767
7,,SKYRIDGE,S,83709,4371,4371 S SKYRIDGE,,Boise,43.5633923,-116.3289853
9,,SKYRIDGE,S,83709,4399,4399 S SKYRIDGE,,Boise,43.5632039,-116.3289835
2,,SKYRIDGE,S,83709,4425,4425 S SKYRIDGE,,Boise,43.56283108,-116.3290016
2,,SKYRIDGE,S,83709,4426,4426 S SKYRIDGE,,Boise,43.56279954,-116.3283227
4,,CORBARI,S,83709,4449,4449 S CORBARI,,Boise,43.56270396,-116.3276856
