VOLCANX020,NUMBER,NAME,LOCATION,STATUS,ELEV,TYPE,SbUnitID,TIMEFRAME,LAT,LON
1,,COLE,S,83709,6319,6319 S COLE,,Boise,43.54529415,-116.2744039
1,,TARP,W,83709,7910,7910 W TARP,,Boise,43.54057483,-116.2805143
0,,GROVE,S,83709,6900,6900 S MAPLE GROVE,,Boise,43.54014711,-116.2941522
3,,TREE,S,83709,6939,6939 S LONE TREE,,Boise,43.53981527,-116.2845065
6,,GROVE,S,83709,6968,6968 S MAPLE GROVE,,Boise,43.5395809,-116.2941396
6,,TREE,S,83709,7060,7060 S LONE TREE,,Boise,43.53872242,-116.2823174
5,,TREE,S,83709,7152,7152 S LONE TREE,,Boise,43.53797152,-116.2835277
2,,COLE,S,83709,6223,6223 S COLE,,Boise,43.54623874,-116.2743959
0,,LATIGO,S,83709,6209,6209 S LATIGO,,Boise,43.54624815,-116.2764487
0,,TARP,W,83709,8203,8203 W TARP,,Boise,43.54040088,-116.2846615
6,,TREE,S,83709,7062,7062 S LONE TREE,,Boise,43.53758746,-116.2811781
7,,COLE,S,83709,7479,7479 S COLE,,Boise,43.53746831,-116.2749028
5,,TARP,W,83709,8557,8557 W TARP,,Boise,43.54038455,-116.2880325
2,,TARP,W,83709,7825,7825 W TARP,,Boise,43.54045064,-116.2809334
2,,CHUCKAR,W,83709,8027,8027 W CHUCKAR,,Boise,43.53714872,-116.2818803
6,,LUNAR,S,83709,6260,6260 S LUNAR,,Boise,43.54603766,-116.2910563
7,,LUNAR,S,83709,6275,6275 S LUNAR,,Boise,43.5459175,-116.2914003
7,,LUNAR,S,83709,6276,6276 S LUNAR,,Boise,43.54590667,-116.2909467
8,,ECLIPSE,S,83709,6288,6288 S ECLIPSE,,Boise,43.54590776,-116.2896664
9,,ECLIPSE,S,83709,6292,6292 S ECLIPSE,,Boise,43.54584447,-116.2894896
9,,LUNAR,S,83709,6298,6298 S LUNAR,,Boise,43.54570298,-116.2910599
0,,ECLIPSE,S,83709,6300,6300 S ECLIPSE,,Boise,43.54566608,-116.2894729
9,,LUNAR,S,83709,6297,6297 S LUNAR,,Boise,43.54565066,-116.2914187
1,,ECLIPSE,S,83709,6316,6316 S ECLIPSE,,Boise,43.5455052,-116.2895601
2,,LUNAR,S,83709,6321,6321 S LUNAR,,Boise,43.5454902,-116.2913772
4,,ORBIT,W,83709,8546,8546 W ORBIT,,Boise,43.54543862,-116.2885545
5,,LUNAR,S,83709,6352,6352 S LUNAR,,Boise,43.54535251,-116.2910332
5,,LUNAR,S,83709,6355,6355 S LUNAR,,Boise,43.54531638,-116.29141
3,,ORBIT,W,83709,8530,8530 W ORBIT,,Boise,43.54528659,-116.2882533
1,,ORBIT,W,83709,8512,8512 W ORBIT,,Boise,43.54516274,-116.2880514
8,,ORBIT,W,83709,8681,8681 W ORBIT,,Boise,43.54518699,-116.290372
6,,LUNAR,S,83709,6364,6364 S LUNAR,,Boise,43.54507152,-116.2910307
9,,ORBIT,W,83709,8490,8490 W ORBIT,,Boise,43.54508499,-116.2879234
7,,LUNAR,S,83709,6377,6377 S LUNAR,,Boise,43.54506845,-116.291384
7,,ORBIT,W,83709,8474,8474 W ORBIT,,Boise,43.54491504,-116.2876419
1,,ORBIT,W,83709,8614,8614 W ORBIT,,Boise,43.54489194,-116.2895254
6,,ORBIT,W,83709,8663,8663 W ORBIT,,Boise,43.54503107,-116.2901477
8,,LUNAR,S,83709,6380,6380 S LUNAR,,Boise,43.54485734,-116.2910778
4,,ORBIT,W,83709,8448,8448 W ORBIT,,Boise,43.54485126,-116.2875339
4,,ORBIT,W,83709,8647,8647 W ORBIT,,Boise,43.54489818,-116.2899693
2,,ORBIT,W,83709,8625,8625 W ORBIT,,Boise,43.54473006,-116.2897038
0,,ORBIT,W,83709,8609,8609 W ORBIT,,Boise,43.54465819,-116.2894827
3,,ORBIT,W,83709,8437,8437 W ORBIT,,Boise,43.54455442,-116.2874864
2,,ORBIT,W,83709,8425,8425 W ORBIT,,Boise,43.54444137,-116.287245
1,,ORBIT,W,83709,8314,8314 W ORBIT,,Boise,43.54426135,-116.2855573
9,,STAR,W,83709,8494,8494 W SHOOTING STAR,,Boise,43.54419719,-116.2880108
3,,STAR,W,83709,8533,8533 W SHOOTING STAR,,Boise,43.54417746,-116.2884412
8,,ORBIT,W,83709,8385,8385 W ORBIT,,Boise,43.5441707,-116.2865512
5,,ORBIT,W,83709,8351,8351 W ORBIT,,Boise,43.54411999,-116.2863381
3,,ORBIT,W,83709,8333,8333 W ORBIT,,Boise,43.54408156,-116.2860189
1,,ORBIT,W,83709,8317,8317 W ORBIT,,Boise,43.54405439,-116.2857047
5,,LUNAR,S,83709,6259,6259 S LUNAR,,Boise,43.5460768,-116.2912944
9,,ECLIPSE,S,83709,6293,6293 S ECLIPSE,,Boise,43.54591851,-116.2899049
9,,ECLIPSE,S,83709,6299,6299 S ECLIPSE,,Boise,43.54571199,-116.2899279
2,,ECLIPSE,S,83709,6325,6325 S ECLIPSE,,Boise,43.54547041,-116.2900651
3,,ECLIPSE,S,83709,6334,6334 S ECLIPSE,,Boise,43.54539517,-116.28966
5,,ECLIPSE,S,83709,6350,6350 S ECLIPSE,,Boise,43.54523975,-116.2898613
5,,ORBIT,W,83709,8554,8554 W ORBIT,,Boise,43.54539839,-116.2887887
6,,ORBIT,W,83709,8568,8568 W ORBIT,,Boise,43.54523676,-116.2889965
4,,ORBIT,W,83709,8545,8545 W ORBIT,,Boise,43.54514163,-116.2886009
7,,ORBIT,W,83709,8571,8571 W ORBIT,,Boise,43.5449929,-116.288838
0,,CONSTELLATION,S,83709,6401,6401 S CONSTELLATION,,Boise,43.5448436,-116.2881244
8,,ORBIT,W,83709,8583,8583 W ORBIT,,Boise,43.54484845,-116.2890404
1,,CONSTELLATION,S,83709,6415,6415 S CONSTELLATION,,Boise,43.54470786,-116.2883325
9,,ORBIT,W,83709,8597,8597 W ORBIT,,Boise,43.54471297,-116.2892306
1,,CONSTELLATION,S,83709,6410,6410 S CONSTELLATION,,Boise,43.54471062,-116.2878739
3,,ORBIT,W,83709,8436,8436 W ORBIT,,Boise,43.54470045,-116.2872648
3,,CONSTELLATION,S,83709,6433,6433 S CONSTELLATION,,Boise,43.5445811,-116.2884926
3,,CONSTELLATION,S,83709,6432,6432 S CONSTELLATION,,Boise,43.54459245,-116.2880643
4,,CONSTELLATION,S,83709,6444,6444 S CONSTELLATION,,Boise,43.54444806,-116.2882543
5,,CONSTELLATION,S,83709,6457,6457 S CONSTELLATION,,Boise,43.54432381,-116.2888702
1,,ORBIT,W,83709,8411,8411 W ORBIT,,Boise,43.54437462,-116.287048
9,,ORBIT,W,83709,8399,8399 W ORBIT,,Boise,43.54428034,-116.2867898
1,,STAR,W,83709,8515,8515 W SHOOTING STAR,,Boise,43.5440653,-116.2882702
9,,STAR,W,83709,8499,8499 W SHOOTING STAR,,Boise,43.54397948,-116.2880366
9,,ORBIT,W,83709,8398,8398 W ORBIT,,Boise,43.54448882,-116.2867689
7,,ORBIT,W,83709,8376,8376 W ORBIT,,Boise,43.54441034,-116.2865052
5,,ORBIT,W,83709,8350,8350 W ORBIT,,Boise,43.54434374,-116.2862302
2,,ORBIT,W,83709,8422,8422 W ORBIT,,Boise,43.54459365,-116.2869716
4,,CONSTELLATION,S,83709,6449,6449 S CONSTELLATION,,Boise,43.54442286,-116.2886986
9,,STAR,W,83709,8499,8499 W FALLING STAR,,Boise,43.54645559,-116.2880466
5,,STAR,W,83709,8455,8455 W FALLING STAR,,Boise,43.54635584,-116.2875331
2,,STRUCK,S,83709,6224,6224 S STAR STRUCK,,Boise,43.54632185,-116.285535
2,,STRUCK,S,83709,6223,6223 S STAR STRUCK,,Boise,43.54634438,-116.2858519
5,,STAR,W,83709,8355,8355 W FALLING STAR,,Boise,43.54642424,-116.2862446
1,,STAR,W,83709,8413,8413 W FALLING STAR,,Boise,43.54641584,-116.2869384
0,,STAR,W,83709,8401,8401 W FALLING STAR,,Boise,43.54641189,-116.2867216
7,,STAR,W,83709,8379,8379 W FALLING STAR,,Boise,43.54641127,-116.2864858
3,,STAR,W,83709,8439,8439 W FALLING STAR,,Boise,43.5464064,-116.287159
3,,STAR,W,83709,8237,8237 W FALLING STAR,,Boise,43.54642215,-116.2845758
2,,STAR,W,83709,8225,8225 W FALLING STAR,,Boise,43.54642317,-116.2843571
6,,STAR,W,83709,8261,8261 W FALLING STAR,,Boise,43.54641827,-116.2850764
4,,STAR,W,83709,8249,8249 W FALLING STAR,,Boise,43.54641595,-116.2848388
9,,STAR,W,83709,8493,8493 W FALLING STAR,,Boise,43.54632429,-116.2879985
3,,STRUCK,S,83709,6235,6235 S STAR STRUCK,,Boise,43.54615718,-116.2858387
3,,STRUCK,S,83709,6236,6236 S STAR STRUCK,,Boise,43.5461302,-116.2855268
0,,GALILEO,W,83709,8404,8404 W GALILEO,,Boise,43.54607579,-116.2864936
6,,STAR,W,83709,8467,8467 W FALLING STAR,,Boise,43.54621486,-116.2875931
7,,ASTRONOMER,S,83709,6273,6273 S ASTRONOMER,,Boise,43.54606927,-116.2850661
8,,STAR,W,83709,8481,8481 W FALLING STAR,,Boise,43.54621756,-116.2878522
1,,GALILEO,W,83709,8412,8412 W GALILEO,,Boise,43.54601961,-116.2868079
2,,GALILEO,W,83709,8426,8426 W GALILEO,,Boise,43.54599121,-116.2870519
4,,STRUCK,S,83709,6247,6247 S STAR STRUCK,,Boise,43.5460099,-116.285843
4,,GALILEO,W,83709,8443,8443 W GALILEO,,Boise,43.54595735,-116.2872118
5,,ASTRONOMER,S,83709,6257,6257 S ASTRONOMER,,Boise,43.54599103,-116.2847128
4,,STRUCK,S,83709,6248,6248 S STAR STRUCK,,Boise,43.54595343,-116.2855318
6,,ASTRONOMER,S,83709,6260,6260 S ASTRONOMER,,Boise,43.54595829,-116.2844929
7,,STRUCK,S,83709,6271,6271 S STAR STRUCK,,Boise,43.54585845,-116.2858191
9,,GALILEO,W,83709,8398,8398 W GALILEO,,Boise,43.54579482,-116.2866693
8,,ASTRONOMER,S,83709,6281,6281 S ASTRONOMER,,Boise,43.54579968,-116.2851222
7,,STRUCK,S,83709,6272,6272 S STAR STRUCK,,Boise,43.54578713,-116.2855303
8,,ASTRONOMER,S,83709,6282,6282 S ASTRONOMER,,Boise,43.54575215,-116.2844703
3,,GALILEO,W,83709,8437,8437 W GALILEO,,Boise,43.54578582,-116.28718
8,,GALILEO,W,83709,8386,8386 W GALILEO,,Boise,43.54565231,-116.2864615
0,,STRUCK,S,83709,6300,6300 S STAR STRUCK,,Boise,43.54561463,-116.2855373
9,,ASTRONOMER,S,83709,6299,6299 S ASTRONOMER,,Boise,43.54561668,-116.2850998
2,,GALILEO,W,83709,8425,8425 W GALILEO,,Boise,43.54568365,-116.2869821
6,,GALILEO,W,83709,8360,8360 W GALILEO,,Boise,43.54556101,-116.286259
0,,ASTRONOMER,S,83709,6304,6304 S ASTRONOMER,,Boise,43.54556223,-116.2845705
4,,GALILEO,W,83709,8342,8342 W GALILEO,,Boise,43.54548341,-116.2860282
1,,GALILEO,W,83709,8411,8411 W GALILEO,,Boise,43.54558001,-116.2868337
2,,ASTRONOMER,S,83709,6325,6325 S ASTRONOMER,,Boise,43.54553237,-116.2848041
2,,ASTRONOMER,S,83709,6326,6326 S ASTRONOMER,,Boise,43.54541498,-116.2845692
9,,GALILEO,W,83709,8393,8393 W GALILEO,,Boise,43.54547486,-116.286664
4,,ASTRONOMER,S,83709,6340,6340 S ASTRONOMER,,Boise,43.54528236,-116.2845529
7,,GALILEO,W,83709,8379,8379 W GALILEO,,Boise,43.54538046,-116.2864398
5,,GALILEO,W,83709,8357,8357 W GALILEO,,Boise,43.54529374,-116.2862529
4,,GALILEO,W,83709,8345,8345 W GALILEO,,Boise,43.5452267,-116.2859987
5,,GALILEO,W,83709,8251,8251 W GALILEO,,Boise,43.54515046,-116.2848163
6,,GALILEO,W,83709,8267,8267 W GALILEO,,Boise,43.54513884,-116.2850274
8,,GALILEO,W,83709,8283,8283 W GALILEO,,Boise,43.54512942,-116.2852451
9,,GALILEO,W,83709,8299,8299 W GALILEO,,Boise,43.5451262,-116.285494
2,,TREE,S,83709,6625,6625 S LONE TREE,,Boise,43.54269284,-116.2839537
4,,TREE,S,83709,6648,6648 S LONE TREE,,Boise,43.54265396,-116.2834531
4,,LUNAR,S,83709,6649,6649 S LUNAR,,Boise,43.54270168,-116.2914348
5,,STRUCK,S,83709,6650,6650 S STAR STRUCK,,Boise,43.5425683,-116.2868461
4,,STRUCK,S,83709,6647,6647 S STAR STRUCK,,Boise,43.54247336,-116.2872762
2,,BLACKBERRY,W,83709,8124,8124 W BLACKBERRY,,Boise,43.54245818,-116.2830846
2,,BLACKBERRY,W,83709,8020,8020 W BLACKBERRY,,Boise,43.54245633,-116.2822296
9,,BLACKBERRY,W,83709,8296,8296 W BLACKBERRY,,Boise,43.54237807,-116.2852956
2,,BLACKBERRY,W,83709,8722,8722 W BLACKBERRY,,Boise,43.54234688,-116.2906858
2,,BLACKBERRY,W,83709,8624,8624 W BLACKBERRY,,Boise,43.54235272,-116.289448
5,,BLACKBERRY,W,83709,8658,8658 W BLACKBERRY,,Boise,43.54233779,-116.2901427
4,,BLACKBERRY,W,83709,8348,8348 W BLACKBERRY,,Boise,43.54235558,-116.2863654
7,,TREE,S,83709,6677,6677 S LONE TREE,,Boise,43.54226275,-116.2839744
0,,GOOSEBERRY,S,83709,6706,6706 S GOOSEBERRY,,Boise,43.54200592,-116.2927746
2,,LUNAR,S,83709,6721,6721 S LUNAR,,Boise,43.54210303,-116.2915011
2,,LUNAR,S,83709,6722,6722 S LUNAR,,Boise,43.54194294,-116.2910293
1,,BLACKBERRY,W,83709,8019,8019 W BLACKBERRY,,Boise,43.54209158,-116.2821632
2,,STRUCK,S,83709,6725,6725 S STAR STRUCK,,Boise,43.54188992,-116.2873377
2,,BLACKBERRY,W,83709,8123,8123 W BLACKBERRY,,Boise,43.54203531,-116.2830168
3,,TREE,S,83709,6739,6739 S LONE TREE,,Boise,43.54185437,-116.2838869
2,,BLACKBERRY,W,83709,8721,8721 W BLACKBERRY,,Boise,43.54209817,-116.2906296
4,,BLACKBERRY,W,83709,8349,8349 W BLACKBERRY,,Boise,43.54194602,-116.2863564
3,,STRUCK,S,83709,6734,6734 S STAR STRUCK,,Boise,43.54191457,-116.2868831
9,,BLACKBERRY,W,83709,8295,8295 W BLACKBERRY,,Boise,43.54185634,-116.2856119
5,,BLACKBERRY,W,83709,8655,8655 W BLACKBERRY,,Boise,43.54206129,-116.2897569
7,,STRUCK,S,83709,6773,6773 S STAR STRUCK,,Boise,43.54145403,-116.2873895
8,,TREE,S,83709,6781,6781 S LONE TREE,,Boise,43.54143584,-116.2839313
2,,SNOWBERRY,W,83709,8122,8122 W SNOWBERRY,,Boise,43.54137231,-116.2829629
7,,STRUCK,S,83709,6876,6876 S STAR STRUCK,,Boise,43.54102278,-116.2869126
0,,TARP,W,83709,8600,8600 W TARP,,Boise,43.54100692,-116.2890448
4,,TREE,S,83709,6843,6843 S LONE TREE,,Boise,43.54095443,-116.2842315
2,,STRUCK,S,83709,6821,6821 S STAR STRUCK,,Boise,43.5409489,-116.2873294
7,,TARP,W,83709,8276,8276 W TARP,,Boise,43.54085568,-116.2854018
3,,GALILEO,W,83709,8235,8235 W GALILEO,,Boise,43.5451856,-116.2846378
2,,LUNAR,S,83709,6425,6425 S LUNAR,,Boise,43.54458063,-116.2914216
2,,LUNAR,S,83709,6426,6426 S LUNAR,,Boise,43.54452492,-116.2910786
4,,MOONRIDGE,S,83709,6447,6447 S MOONRIDGE,,Boise,43.54440457,-116.2904376
4,,LUNAR,S,83709,6448,6448 S LUNAR,,Boise,43.54436428,-116.2910772
4,,LUNAR,S,83709,6449,6449 S LUNAR,,Boise,43.54435529,-116.2914016
5,,MOONRIDGE,S,83709,6450,6450 S MOONRIDGE,,Boise,43.5443225,-116.2899059
7,,MOONRIDGE,S,83709,6476,6476 S MOONRIDGE,,Boise,43.54420507,-116.2900472
7,,MOONRIDGE,S,83709,6471,6471 S MOONRIDGE,,Boise,43.54418002,-116.290429
7,,LUNAR,S,83709,6472,6472 S LUNAR,,Boise,43.54416485,-116.2910858
7,,LUNAR,S,83709,6473,6473 S LUNAR,,Boise,43.5441482,-116.2913998
9,,MOONRIDGE,S,83709,6499,6499 S MOONRIDGE,,Boise,43.54395521,-116.2904383
9,,MOONRIDGE,S,83709,6498,6498 S MOONRIDGE,,Boise,43.54395132,-116.2901241
0,,LUNAR,S,83709,6500,6500 S LUNAR,,Boise,43.54394214,-116.2910875
9,,LUNAR,S,83709,6497,6497 S LUNAR,,Boise,43.54392783,-116.291412
2,,MOONRIDGE,S,83709,6523,6523 S MOONRIDGE,,Boise,43.54374524,-116.2904299
2,,MOONRIDGE,S,83709,6524,6524 S MOONRIDGE,,Boise,43.54374143,-116.2901336
2,,LUNAR,S,83709,6526,6526 S LUNAR,,Boise,43.54372972,-116.2910856
2,,LUNAR,S,83709,6529,6529 S LUNAR,,Boise,43.5437284,-116.2914215
4,,LUNAR,S,83709,6547,6547 S LUNAR,,Boise,43.54353429,-116.2913943
4,,GALACTIC,W,83709,8646,8646 W GALACTIC,,Boise,43.54341742,-116.2900213
7,,LUNAR,S,83709,6575,6575 S LUNAR,,Boise,43.54331415,-116.2913961
9,,LUNAR,S,83709,6593,6593 S LUNAR,,Boise,43.54310431,-116.2913942
0,,GALACTIC,W,83709,8707,8707 W GALACTIC,,Boise,43.54321826,-116.2906704
7,,GALACTIC,W,83709,8671,8671 W GALACTIC,,Boise,43.54321672,-116.2904158
5,,GALACTIC,W,83709,8655,8655 W GALACTIC,,Boise,43.54320168,-116.2901159
8,,GOOSEBERRY,S,83709,6685,6685 S GOOSEBERRY,,Boise,43.54262353,-116.2931357
8,,GOOSEBERRY,S,83709,6684,6684 S GOOSEBERRY,,Boise,43.54253818,-116.2927163
1,,BLACKBERRY,W,83709,8516,8516 W BLACKBERRY,,Boise,43.54235171,-116.2881725
0,,GOOSEBERRY,S,83709,6707,6707 S GOOSEBERRY,,Boise,43.5421705,-116.2932101
4,,BLACKBERRY,W,83709,8543,8543 W BLACKBERRY,,Boise,43.54200856,-116.2884793
1,,SNOWBERRY,W,83709,8018,8018 W SNOWBERRY,,Boise,43.54131592,-116.2822619
1,,SNOWBERRY,W,83709,8017,8017 W SNOWBERRY,,Boise,43.54107105,-116.2824559
8,,GALILEO,W,83709,8284,8284 W GALILEO,,Boise,43.54535347,-116.2853285
4,,LUNAR,S,83709,6548,6548 S LUNAR,,Boise,43.54349992,-116.2910638
4,,MOONRIDGE,S,83709,6549,6549 S MOONRIDGE,,Boise,43.5434919,-116.2904191
1,,LATIGO,S,83709,6217,6217 S LATIGO,,Boise,43.54624631,-116.2759915
8,,ORBIT,W,83709,8580,8580 W ORBIT,,Boise,43.54506396,-116.2891779
3,,GALACTIC,W,83709,8733,8733 W GALACTIC,,Boise,43.54322591,-116.2909731
4,,TREE,S,83709,6844,6844 S LONE TREE,,Boise,43.54093354,-116.2835972
5,,BLACKBERRY,W,83709,8550,8550 W BLACKBERRY,,Boise,43.54234751,-116.2887711
5,,ORBIT,W,83709,8258,8258 W ORBIT,,Boise,43.54428848,-116.2849599
7,,ORBIT,W,83709,8276,8276 W ORBIT,,Boise,43.54427691,-116.2851615
4,,ORBIT,W,83709,8244,8244 W ORBIT,,Boise,43.544279,-116.2847147
9,,ORBIT,W,83709,8294,8294 W ORBIT,,Boise,43.54427207,-116.2854264
2,,ORBIT,W,83709,8222,8222 W ORBIT,,Boise,43.54426919,-116.2845034
7,,CONSTELLATION,S,83709,6477,6477 S CONSTELLATION,,Boise,43.54401114,-116.2893276
7,,STAR,W,83709,8470,8470 W SHOOTING STAR,,Boise,43.54409726,-116.287678
5,,STAR,W,83709,8452,8452 W SHOOTING STAR,,Boise,43.544009,-116.2874519
8,,CONSTELLATION,S,83709,6486,6486 S CONSTELLATION,,Boise,43.54395944,-116.288875
8,,CONSTELLATION,S,83709,6485,6485 S CONSTELLATION,,Boise,43.54390064,-116.2894464
3,,STAR,W,83709,8436,8436 W SHOOTING STAR,,Boise,43.54392449,-116.2871957
2,,ORBIT,W,83709,8227,8227 W ORBIT,,Boise,43.54403569,-116.2845774
3,,ORBIT,W,83709,8235,8235 W ORBIT,,Boise,43.54403108,-116.2847932
9,,ORBIT,W,83709,8299,8299 W ORBIT,,Boise,43.54402057,-116.2855002
6,,ORBIT,W,83709,8263,8263 W ORBIT,,Boise,43.5440228,-116.2850241
8,,ORBIT,W,83709,8281,8281 W ORBIT,,Boise,43.54401109,-116.2852541
8,,STAR,W,83709,8485,8485 W SHOOTING STAR,,Boise,43.54386273,-116.2878527
1,,STAR,W,83709,8410,8410 W SHOOTING STAR,,Boise,43.54378612,-116.2869786
1,,CONSTELLATION,S,83709,6511,6511 S CONSTELLATION,,Boise,43.54373318,-116.2895062
6,,STAR,W,83709,8463,8463 W SHOOTING STAR,,Boise,43.54380591,-116.287641
5,,STAR,W,83709,8451,8451 W SHOOTING STAR,,Boise,43.54372129,-116.2874093
3,,CONSTELLATION,S,83709,6536,6536 S CONSTELLATION,,Boise,43.54351864,-116.2891709
3,,CONSTELLATION,S,83709,6535,6535 S CONSTELLATION,,Boise,43.54350456,-116.289489
3,,GALACTIC,W,83709,8230,8230 W GALACTIC,,Boise,43.54352188,-116.2846835
1,,GALACTIC,W,83709,8518,8518 W GALACTIC,,Boise,43.54349474,-116.2882034
9,,GALACTIC,W,83709,8496,8496 W GALACTIC,,Boise,43.54349583,-116.2879725
5,,GALACTIC,W,83709,8252,8252 W GALACTIC,,Boise,43.54349226,-116.284933
5,,GALACTIC,W,83709,8556,8556 W GALACTIC,,Boise,43.54345998,-116.2887386
3,,GALACTIC,W,83709,8534,8534 W GALACTIC,,Boise,43.54345759,-116.2884831
8,,GALACTIC,W,83709,8386,8386 W GALACTIC,,Boise,43.54343105,-116.2865436
3,,GALACTIC,W,83709,8338,8338 W GALACTIC,,Boise,43.5434299,-116.2860223
2,,GALACTIC,W,83709,8320,8320 W GALACTIC,,Boise,43.54343128,-116.2857282
6,,GALACTIC,W,83709,8362,8362 W GALACTIC,,Boise,43.54342516,-116.2862636
8,,GALACTIC,W,83709,8284,8284 W GALACTIC,,Boise,43.54343006,-116.2852172
9,,GALACTIC,W,83709,8298,8298 W GALACTIC,,Boise,43.54342191,-116.2854575
3,,STRUCK,S,83709,6539,6539 S STAR STRUCK,,Boise,43.54342389,-116.2872103
1,,GALACTIC,W,83709,8214,8214 W GALACTIC,,Boise,43.5434119,-116.2845203
8,,GALACTIC,W,83709,8481,8481 W GALACTIC,,Boise,43.54329636,-116.2878434
6,,STRUCK,S,83709,6563,6563 S STAR STRUCK,,Boise,43.54324539,-116.2872182
2,,GALACTIC,W,83709,8225,8225 W GALACTIC,,Boise,43.5432333,-116.284548
9,,GALACTIC,W,83709,8495,8495 W GALACTIC,,Boise,43.54314597,-116.2879251
3,,GALACTIC,W,83709,8639,8639 W GALACTIC,,Boise,43.54322632,-116.289871
8,,GALACTIC,W,83709,8583,8583 W GALACTIC,,Boise,43.54320912,-116.2890632
2,,GALACTIC,W,83709,8623,8623 W GALACTIC,,Boise,43.543203,-116.2895987
6,,GALACTIC,W,83709,8567,8567 W GALACTIC,,Boise,43.54320689,-116.2887738
4,,GALACTIC,W,83709,8545,8545 W GALACTIC,,Boise,43.54320814,-116.2885089
1,,GALACTIC,W,83709,8611,8611 W GALACTIC,,Boise,43.54320067,-116.2893281
8,,STRUCK,S,83709,6581,6581 S STAR STRUCK,,Boise,43.54307033,-116.2872223
1,,GALACTIC,W,83709,8513,8513 W GALACTIC,,Boise,43.54313198,-116.2882138
0,,GALACTIC,W,83709,8401,8401 W GALACTIC,,Boise,43.5431716,-116.2868383
1,,GALACTIC,W,83709,8317,8317 W GALACTIC,,Boise,43.54316978,-116.2857287
8,,GALACTIC,W,83709,8383,8383 W GALACTIC,,Boise,43.5431624,-116.2865337
6,,GALACTIC,W,83709,8361,8361 W GALACTIC,,Boise,43.54316362,-116.2862736
3,,GALACTIC,W,83709,8339,8339 W GALACTIC,,Boise,43.54316482,-116.2860181
9,,GALACTIC,W,83709,8299,8299 W GALACTIC,,Boise,43.54316733,-116.2854836
7,,GALACTIC,W,83709,8275,8275 W GALACTIC,,Boise,43.54316854,-116.2852234
6,,GALACTIC,W,83709,8261,8261 W GALACTIC,,Boise,43.54316624,-116.2849481
3,,GALACTIC,W,83709,8239,8239 W GALACTIC,,Boise,43.54315704,-116.2846699
6,,CONSTELLATION,S,83709,6463,6463 S CONSTELLATION,,Boise,43.54410613,-116.2891436
9,,ORBIT,W,83709,8192,8192 W ORBIT,,Boise,43.5442894,-116.2839936
7,,ORBIT,W,83709,8174,8174 W ORBIT,,Boise,43.54429047,-116.2837645
5,,ORBIT,W,83709,8156,8156 W ORBIT,,Boise,43.54429148,-116.2835476
1,,ORBIT,W,83709,8210,8210 W ORBIT,,Boise,43.54428184,-116.2842527
3,,ORBIT,W,83709,8138,8138 W ORBIT,,Boise,43.54428623,-116.2833138
2,,ORBIT,W,83709,8120,8120 W ORBIT,,Boise,43.54428419,-116.2830894
9,,ORBIT,W,83709,8094,8094 W ORBIT,,Boise,43.54421442,-116.2825345
7,,TREE,S,83709,6478,6478 S LONE TREE,,Boise,43.54400507,-116.2835715
8,,MOON,S,83709,6481,6481 S MOON,,Boise,43.54400026,-116.2829381
0,,ORBIT,W,83709,8209,8209 W ORBIT,,Boise,43.54401719,-116.2843528
1,,TREE,S,83709,6512,6512 S LONE TREE,,Boise,43.54380035,-116.2835735
1,,MOON,S,83709,6519,6519 S MOON,,Boise,43.54379549,-116.2829542
3,,TREE,S,83709,6536,6536 S LONE TREE,,Boise,43.54362408,-116.2835804
3,,TREE,S,83709,6535,6535 S LONE TREE,,Boise,43.54360467,-116.2839325
3,,MOON,S,83709,6537,6537 S MOON,,Boise,43.54360367,-116.2829478
4,,MOON,S,83709,6546,6546 S MOON,,Boise,43.54354995,-116.2826021
5,,TREE,S,83709,6556,6556 S LONE TREE,,Boise,43.54343855,-116.2835486
5,,TREE,S,83709,6557,6557 S LONE TREE,,Boise,43.54341272,-116.2839176
5,,MOON,S,83709,6555,6555 S MOON,,Boise,43.54340548,-116.2829121
8,,MOON,S,83709,6584,6584 S MOON,,Boise,43.5433688,-116.2823281
7,,TREE,S,83709,6578,6578 S LONE TREE,,Boise,43.54325949,-116.2834914
7,,TREE,S,83709,6579,6579 S LONE TREE,,Boise,43.54322324,-116.2838462
8,,MOON,S,83709,6583,6583 S MOON,,Boise,43.54324875,-116.2828701
9,,MOON,S,83709,6598,6598 S MOON,,Boise,43.54315709,-116.2825082
9,,TREE,S,83709,6591,6591 S LONE TREE,,Boise,43.54305311,-116.2838579
9,,TREE,S,83709,6590,6590 S LONE TREE,,Boise,43.5430707,-116.2834596
1,,TREE,S,83709,6216,6216 S LONE TREE,,Boise,43.54646847,-116.283581
2,,MOON,S,83709,6221,6221 S MOON,,Boise,43.5462911,-116.2830861
0,,MOON,S,83709,6208,6208 S MOON,,Boise,43.54631729,-116.2826559
0,,MOON,S,83709,6209,6209 S MOON,,Boise,43.54631389,-116.2829066
1,,TREE,S,83709,6219,6219 S LONE TREE,,Boise,43.54635112,-116.2839312
3,,NEPTUNE,S,83709,6233,6233 S NEPTUNE,,Boise,43.5462802,-116.2821339
0,,NEPTUNE,S,83709,6201,6201 S NEPTUNE,,Boise,43.54631229,-116.2818822
0,,NEPTUNE,S,83709,6200,6200 S NEPTUNE,,Boise,43.54631136,-116.2816041
3,,NEPTUNE,S,83709,6232,6232 S NEPTUNE,,Boise,43.54629479,-116.2813785
